theme,question,characteristic,base_group,group,odds_ratio,conf_lower,conf_upper,population_perc,base_perc
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Long-term condition,None,Deafness or severe hearing impairment,,,,0.100625820057842,0.431692187210189
Nurse,I felt confident in the nurse's ability to treat me,Long-term condition,None,Deafness or severe hearing impairment,,,,0.100625820057842,0.431692187210189
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Long-term condition,None,Deafness or severe hearing impairment,0.8759999999999999,0.8140000000000001,0.9420000000000001,0.100625820057842,0.431692187210189
Medicines,I knew enough about what my medicines were for,Long-term condition,None,Deafness or severe hearing impairment,0.7390000000000001,0.662,0.825,0.100625820057842,0.431692187210189
Medicines,I knew enough about how and when to take my medicines,Long-term condition,None,Deafness or severe hearing impairment,0.764,0.652,0.894,0.100625820057842,0.431692187210189
Medicines,I knew enough about possible side effects of my medicines,Long-term condition,None,Deafness or severe hearing impairment,0.898,0.846,0.9540000000000001,0.100625820057842,0.431692187210189
Medicines,I would know what to do if I had any problems with my medicines,Long-term condition,None,Deafness or severe hearing impairment,0.863,0.7959999999999999,0.934,0.100625820057842,0.431692187210189
Medicines,I took my prescription as I was supposed to,Long-term condition,None,Deafness or severe hearing impairment,,,,0.100625820057842,0.431692187210189
Overall care,I am treated with dignity and respect,Long-term condition,None,Deafness or severe hearing impairment,,,,0.100625820057842,0.431692187210189
Overall care,I am treated with kindness and understanding,Long-term condition,None,Deafness or severe hearing impairment,,,,0.100625820057842,0.431692187210189
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Long-term condition,None,Deafness or severe hearing impairment,0.917,0.85,0.99,0.100625820057842,0.431692187210189
Out of Hours,Things were explained to me in a way I could understand,Long-term condition,None,Deafness or severe hearing impairment,,,,0.100625820057842,0.431692187210189
Out of Hours,I felt that I got the right treatment or advice,Long-term condition,None,Deafness or severe hearing impairment,,,,0.100625820057842,0.431692187210189
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Long-term condition,None,Mental Health Condition,1.1520000000000001,1.0859999999999999,1.2209999999999999,0.06393531589830252,0.431692187210189
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Long-term condition,None,Mental Health Condition,1.155,1.036,1.287,0.06393531589830252,0.431692187210189
Doctor,The doctor listened to me,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Doctor,I felt that the doctor had all the information needed to treat me,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Doctor,The doctor was considerate and understanding,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Doctor,I felt confident in the doctor's ability to treat me,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Doctor,I had enough time with the doctor,Long-term condition,None,Mental Health Condition,0.91,0.841,0.986,0.06393531589830252,0.431692187210189
Nurse,The nurse listened to me,Long-term condition,None,Mental Health Condition,0.8270000000000001,0.7190000000000001,0.951,0.06393531589830252,0.431692187210189
Nurse,I felt that the nurse had all the information needed to treat me,Long-term condition,None,Mental Health Condition,0.83,0.7390000000000001,0.9309999999999999,0.06393531589830252,0.431692187210189
Nurse,The nurse was considerate and understanding,Long-term condition,None,Mental Health Condition,0.8109999999999999,0.708,0.9279999999999999,0.06393531589830252,0.431692187210189
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Long-term condition,None,Mental Health Condition,0.855,0.768,0.9520000000000001,0.06393531589830252,0.431692187210189
Nurse,I felt confident in the nurse's ability to treat me,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Medicines,I knew enough about what my medicines were for,Long-term condition,None,Mental Health Condition,0.785,0.6990000000000001,0.8809999999999999,0.06393531589830252,0.431692187210189
Medicines,I knew enough about how and when to take my medicines,Long-term condition,None,Mental Health Condition,0.6679999999999999,0.575,0.7759999999999999,0.06393531589830252,0.431692187210189
Medicines,I knew enough about possible side effects of my medicines,Long-term condition,None,Mental Health Condition,0.919,0.861,0.982,0.06393531589830252,0.431692187210189
Medicines,I would know what to do if I had any problems with my medicines,Long-term condition,None,Mental Health Condition,0.86,0.7929999999999999,0.9329999999999999,0.06393531589830252,0.431692187210189
Medicines,I took my prescription as I was supposed to,Long-term condition,None,Mental Health Condition,0.721,0.619,0.838,0.06393531589830252,0.431692187210189
Overall care,I am treated with dignity and respect,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Overall care,I am treated with kindness and understanding,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Long-term condition,None,Mental Health Condition,1.09,1.0090000000000001,1.177,0.06393531589830252,0.431692187210189
Out of Hours,Things were explained to me in a way I could understand,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Out of Hours,I felt that I got the right treatment or advice,Long-term condition,None,Mental Health Condition,,,,0.06393531589830252,0.431692187210189
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Doctor,The doctor listened to me,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Doctor,I felt that the doctor had all the information needed to treat me,Long-term condition,None,Blindness or severe vision impairment,0.792,0.688,0.912,0.024290886108992986,0.431692187210189
Doctor,The doctor was considerate and understanding,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Doctor,I felt confident in the doctor's ability to treat me,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Doctor,I had enough time with the doctor,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Nurse,The nurse listened to me,Long-term condition,None,Blindness or severe vision impairment,0.779,0.617,0.983,0.024290886108992986,0.431692187210189
Nurse,I felt that the nurse had all the information needed to treat me,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Nurse,The nurse was considerate and understanding,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Nurse,I felt confident in the nurse's ability to treat me,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Medicines,I knew enough about what my medicines were for,Long-term condition,None,Blindness or severe vision impairment,0.643,0.542,0.7609999999999999,0.024290886108992986,0.431692187210189
Medicines,I knew enough about how and when to take my medicines,Long-term condition,None,Blindness or severe vision impairment,0.6940000000000001,0.546,0.8809999999999999,0.024290886108992986,0.431692187210189
Medicines,I knew enough about possible side effects of my medicines,Long-term condition,None,Blindness or severe vision impairment,0.7290000000000001,0.657,0.81,0.024290886108992986,0.431692187210189
Medicines,I would know what to do if I had any problems with my medicines,Long-term condition,None,Blindness or severe vision impairment,0.725,0.634,0.8290000000000001,0.024290886108992986,0.431692187210189
Medicines,I took my prescription as I was supposed to,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Overall care,I am treated with dignity and respect,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Overall care,I am treated with kindness and understanding,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Out of Hours,Things were explained to me in a way I could understand,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Out of Hours,I felt that I got the right treatment or advice,Long-term condition,None,Blindness or severe vision impairment,,,,0.024290886108992986,0.431692187210189
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Doctor,The doctor listened to me,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Doctor,I felt that the doctor had all the information needed to treat me,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Doctor,The doctor was considerate and understanding,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Doctor,I felt confident in the doctor's ability to treat me,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Doctor,I had enough time with the doctor,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Nurse,The nurse listened to me,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Nurse,I felt that the nurse had all the information needed to treat me,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Nurse,The nurse was considerate and understanding,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Nurse,I felt confident in the nurse's ability to treat me,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Long-term condition,None,Learning disability,0.743,0.638,0.8640000000000001,0.013457535601673431,0.431692187210189
Medicines,I knew enough about what my medicines were for,Long-term condition,None,Learning disability,0.467,0.38299999999999995,0.57,0.013457535601673431,0.431692187210189
Medicines,I knew enough about how and when to take my medicines,Long-term condition,None,Learning disability,0.36700000000000005,0.29,0.46399999999999997,0.013457535601673431,0.431692187210189
Medicines,I knew enough about possible side effects of my medicines,Long-term condition,None,Learning disability,0.6809999999999999,0.593,0.7809999999999999,0.013457535601673431,0.431692187210189
Medicines,I would know what to do if I had any problems with my medicines,Long-term condition,None,Learning disability,0.735,0.624,0.865,0.013457535601673431,0.431692187210189
Medicines,I took my prescription as I was supposed to,Long-term condition,None,Learning disability,0.5539999999999999,0.42,0.73,0.013457535601673431,0.431692187210189
Overall care,I am treated with dignity and respect,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Overall care,I am treated with kindness and understanding,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Out of Hours,Things were explained to me in a way I could understand,Long-term condition,None,Learning disability,0.758,0.596,0.9640000000000001,0.013457535601673431,0.431692187210189
Out of Hours,I felt that I got the right treatment or advice,Long-term condition,None,Learning disability,,,,0.013457535601673431,0.431692187210189
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Long-term condition,None,Another long-term condition,1.078,1.031,1.127,0.324560861172365,0.431692187210189
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Long-term condition,None,Another long-term condition,1.062,1.028,1.0979999999999999,0.324560861172365,0.431692187210189
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Doctor,The doctor listened to me,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Doctor,I felt that the doctor had all the information needed to treat me,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Doctor,The doctor was considerate and understanding,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Doctor,I felt confident in the doctor's ability to treat me,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Doctor,I had enough time with the doctor,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Nurse,The nurse listened to me,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Nurse,I felt that the nurse had all the information needed to treat me,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Nurse,The nurse was considerate and understanding,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Long-term condition,None,Another long-term condition,0.922,0.867,0.981,0.324560861172365,0.431692187210189
Nurse,I felt confident in the nurse's ability to treat me,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Long-term condition,None,Another long-term condition,1.074,1.0190000000000001,1.1320000000000001,0.324560861172365,0.431692187210189
Medicines,I knew enough about what my medicines were for,Long-term condition,None,Another long-term condition,1.11,1.02,1.209,0.324560861172365,0.431692187210189
Medicines,I knew enough about how and when to take my medicines,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Medicines,I knew enough about possible side effects of my medicines,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Medicines,I would know what to do if I had any problems with my medicines,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Medicines,I took my prescription as I was supposed to,Long-term condition,None,Another long-term condition,1.135,1.024,1.258,0.324560861172365,0.431692187210189
Overall care,I am treated with dignity and respect,Long-term condition,None,Another long-term condition,0.927,0.882,0.975,0.324560861172365,0.431692187210189
Overall care,I am treated with kindness and understanding,Long-term condition,None,Another long-term condition,0.941,0.9,0.9840000000000001,0.324560861172365,0.431692187210189
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Long-term condition,None,Another long-term condition,1.081,1.033,1.1320000000000001,0.324560861172365,0.431692187210189
Out of Hours,Things were explained to me in a way I could understand,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Out of Hours,I felt that I got the right treatment or advice,Long-term condition,None,Another long-term condition,,,,0.324560861172365,0.431692187210189
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",GP Practice Size,"2,500 - 4,999","< 2,500",3.75,2.958,4.754,0.18814445383289025,0.2853698246192527
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",GP Practice Size,"2,500 - 4,999","< 2,500",1.962,1.619,2.378,0.18814445383289025,0.2853698246192527
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",GP Practice Size,"2,500 - 4,999","< 2,500",2.166,1.865,2.517,0.18814445383289025,0.2853698246192527
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",GP Practice Size,"2,500 - 4,999","< 2,500",2.281,1.81,2.875,0.18814445383289025,0.2853698246192527
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,GP Practice Size,"2,500 - 4,999","< 2,500",2.395,2.005,2.861,0.18814445383289025,0.2853698246192527
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,GP Practice Size,"2,500 - 4,999","< 2,500",2.508,2.128,2.9560000000000004,0.18814445383289025,0.2853698246192527
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,GP Practice Size,"2,500 - 4,999","< 2,500",1.581,1.376,1.817,0.18814445383289025,0.2853698246192527
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",GP Practice Size,"2,500 - 4,999","< 2,500",1.0979999999999999,1.0170000000000001,1.185,0.18814445383289025,0.2853698246192527
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,GP Practice Size,"2,500 - 4,999","< 2,500",2.092,1.7269999999999999,2.533,0.18814445383289025,0.2853698246192527
At your GP surgery,How clean is your GP surgery or health centre?,GP Practice Size,"2,500 - 4,999","< 2,500",1.371,1.187,1.584,0.18814445383289025,0.2853698246192527
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,GP Practice Size,"2,500 - 4,999","< 2,500",1.584,1.3659999999999999,1.838,0.18814445383289025,0.2853698246192527
Doctor,I felt that the doctor had all the information needed to treat me,GP Practice Size,"2,500 - 4,999","< 2,500",1.147,1.042,1.262,0.18814445383289025,0.2853698246192527
Doctor,I had enough time with the doctor,GP Practice Size,"2,500 - 4,999","< 2,500",1.4469999999999998,1.2819999999999998,1.633,0.18814445383289025,0.2853698246192527
Nurse,The nurse listened to me,GP Practice Size,"2,500 - 4,999","< 2,500",1.32,1.119,1.558,0.18814445383289025,0.2853698246192527
Nurse,I felt that the nurse had all the information needed to treat me,GP Practice Size,"2,500 - 4,999","< 2,500",1.168,1.028,1.3259999999999998,0.18814445383289025,0.2853698246192527
Nurse,The nurse was considerate and understanding,GP Practice Size,"2,500 - 4,999","< 2,500",1.153,0.9640000000000001,1.3780000000000001,0.18814445383289025,0.2853698246192527
Nurse,The nurse talked in a way that helped me understand my condition and treatment,GP Practice Size,"2,500 - 4,999","< 2,500",1.192,1.054,1.347,0.18814445383289025,0.2853698246192527
Nurse,I felt confident in the nurse's ability to treat me,GP Practice Size,"2,500 - 4,999","< 2,500",1.131,0.983,1.3,0.18814445383289025,0.2853698246192527
Nurse,I had enough time with the nurse,GP Practice Size,"2,500 - 4,999","< 2,500",1.338,1.135,1.577,0.18814445383289025,0.2853698246192527
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,GP Practice Size,"2,500 - 4,999","< 2,500",1.053,0.975,1.138,0.18814445383289025,0.2853698246192527
Medicines,It was easy enough for me to get my medicines,GP Practice Size,"2,500 - 4,999","< 2,500",1.23,1.0659999999999998,1.421,0.18814445383289025,0.2853698246192527
Medicines,I knew enough about what my medicines were for,GP Practice Size,"2,500 - 4,999","< 2,500",1.1840000000000002,1.0390000000000001,1.35,0.18814445383289025,0.2853698246192527
Medicines,I knew enough about how and when to take my medicines,GP Practice Size,"2,500 - 4,999","< 2,500",1.177,0.9940000000000001,1.393,0.18814445383289025,0.2853698246192527
Medicines,I knew enough about possible side effects of my medicines,GP Practice Size,"2,500 - 4,999","< 2,500",1.28,1.198,1.367,0.18814445383289025,0.2853698246192527
Medicines,I would know what to do if I had any problems with my medicines,GP Practice Size,"2,500 - 4,999","< 2,500",1.158,1.064,1.262,0.18814445383289025,0.2853698246192527
Overall care,I am treated with dignity and respect,GP Practice Size,"2,500 - 4,999","< 2,500",1.528,1.3330000000000002,1.7519999999999998,0.18814445383289025,0.2853698246192527
Overall care,I am treated with kindness and understanding,GP Practice Size,"2,500 - 4,999","< 2,500",1.597,1.406,1.8130000000000002,0.18814445383289025,0.2853698246192527
Overall care,"Overall, how would you rate the care provided by your GP surgery?",GP Practice Size,"2,500 - 4,999","< 2,500",1.43,1.232,1.659,0.18814445383289025,0.2853698246192527
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.484,0.395,0.594,0.2398656307318179,0.2853698246192527
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.6679999999999999,0.574,0.778,0.2398656307318179,0.2853698246192527
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.8590000000000001,0.7559999999999999,0.977,0.2398656307318179,0.2853698246192527
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.473,0.384,0.583,0.2398656307318179,0.2853698246192527
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.51,0.43799999999999994,0.593,0.2398656307318179,0.2853698246192527
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.608,0.526,0.7040000000000001,0.2398656307318179,0.2853698246192527
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.7190000000000001,0.638,0.81,0.2398656307318179,0.2853698246192527
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.932,0.873,0.9940000000000001,0.2398656307318179,0.2853698246192527
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.693,0.594,0.8079999999999999,0.2398656307318179,0.2853698246192527
At your GP surgery,How clean is your GP surgery or health centre?,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.82,0.7190000000000001,0.935,0.2398656307318179,0.2853698246192527
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.816,0.713,0.935,0.2398656307318179,0.2853698246192527
Doctor,I felt that the doctor had all the information needed to treat me,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.958,0.879,1.045,0.2398656307318179,0.2853698246192527
Doctor,I had enough time with the doctor,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.88,0.794,0.9740000000000001,0.2398656307318179,0.2853698246192527
Nurse,The nurse listened to me,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.861,0.748,0.991,0.2398656307318179,0.2853698246192527
Nurse,I felt that the nurse had all the information needed to treat me,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.816,0.733,0.909,0.2398656307318179,0.2853698246192527
Nurse,The nurse was considerate and understanding,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.905,0.7809999999999999,1.0490000000000002,0.2398656307318179,0.2853698246192527
Nurse,The nurse talked in a way that helped me understand my condition and treatment,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.843,0.759,0.937,0.2398656307318179,0.2853698246192527
Nurse,I felt confident in the nurse's ability to treat me,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.924,0.8170000000000001,1.045,0.2398656307318179,0.2853698246192527
Nurse,I had enough time with the nurse,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.922,0.804,1.057,0.2398656307318179,0.2853698246192527
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.925,0.8640000000000001,0.992,0.2398656307318179,0.2853698246192527
Medicines,It was easy enough for me to get my medicines,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.909,0.805,1.026,0.2398656307318179,0.2853698246192527
Medicines,I knew enough about what my medicines were for,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.9159999999999999,0.8220000000000001,1.02,0.2398656307318179,0.2853698246192527
Medicines,I knew enough about how and when to take my medicines,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.899,0.7759999999999999,1.04,0.2398656307318179,0.2853698246192527
Medicines,I knew enough about possible side effects of my medicines,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.917,0.866,0.971,0.2398656307318179,0.2853698246192527
Medicines,I would know what to do if I had any problems with my medicines,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.9179999999999999,0.855,0.985,0.2398656307318179,0.2853698246192527
Overall care,I am treated with dignity and respect,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.794,0.7070000000000001,0.8909999999999999,0.2398656307318179,0.2853698246192527
Overall care,I am treated with kindness and understanding,GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.7909999999999999,0.71,0.882,0.2398656307318179,0.2853698246192527
Overall care,"Overall, how would you rate the care provided by your GP surgery?",GP Practice Size,"2,500 - 4,999","5,000 - 7,499",0.779,0.6829999999999999,0.888,0.2398656307318179,0.2853698246192527
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.35600000000000004,0.28300000000000003,0.449,0.16984385411729144,0.2853698246192527
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.5579999999999999,0.47100000000000003,0.6609999999999999,0.16984385411729144,0.2853698246192527
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.7659999999999999,0.6629999999999999,0.884,0.16984385411729144,0.2853698246192527
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.425,0.336,0.537,0.16984385411729144,0.2853698246192527
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.425,0.358,0.504,0.16984385411729144,0.2853698246192527
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.465,0.39399999999999996,0.5479999999999999,0.16984385411729144,0.2853698246192527
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.624,0.545,0.713,0.16984385411729144,0.2853698246192527
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.8540000000000001,0.794,0.9179999999999999,0.16984385411729144,0.2853698246192527
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.5670000000000001,0.47700000000000004,0.6729999999999999,0.16984385411729144,0.2853698246192527
At your GP surgery,How clean is your GP surgery or health centre?,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.7659999999999999,0.6609999999999999,0.888,0.16984385411729144,0.2853698246192527
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.6970000000000001,0.599,0.8109999999999999,0.16984385411729144,0.2853698246192527
Doctor,I felt that the doctor had all the information needed to treat me,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.888,0.8059999999999999,0.978,0.16984385411729144,0.2853698246192527
Doctor,I had enough time with the doctor,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.787,0.7020000000000001,0.882,0.16984385411729144,0.2853698246192527
Nurse,The nurse listened to me,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.77,0.6609999999999999,0.898,0.16984385411729144,0.2853698246192527
Nurse,I felt that the nurse had all the information needed to treat me,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.76,0.6759999999999999,0.856,0.16984385411729144,0.2853698246192527
Nurse,The nurse was considerate and understanding,GP Practice Size,"2,500 - 4,999","7,500 - 9,999",0.8029999999999999,0.6829999999999999,0.945,0.16984385411729144,0.2853698246192527
